shoulder,hip,knee,ankle,x_0,y_0,z_0,v_0,x_1,y_1,z_1,v_1,x_2,y_2,z_2,v_2,x_3,y_3,z_3,v_3,x_4,y_4,z_4,v_4,x_5,y_5,z_5,v_5,x_6,y_6,z_6,v_6,x_7,y_7,z_7,v_7,x_8,y_8,z_8,v_8,x_9,y_9,z_9,v_9,x_10,y_10,z_10,v_10,x_11,y_11,z_11,v_11,x_12,y_12,z_12,v_12,x_13,y_13,z_13,v_13,x_14,y_14,z_14,v_14,x_15,y_15,z_15,v_15,x_16,y_16,z_16,v_16,x_17,y_17,z_17,v_17,x_18,y_18,z_18,v_18,x_19,y_19,z_19,v_19,x_20,y_20,z_20,v_20,x_21,y_21,z_21,v_21,x_22,y_22,z_22,v_22,x_23,y_23,z_23,v_23,x_24,y_24,z_24,v_24,x_25,y_25,z_25,v_25,x_26,y_26,z_26,v_26,x_27,y_27,z_27,v_27,x_28,y_28,z_28,v_28,x_29,y_29,z_29,v_29,x_30,y_30,z_30,v_30,x_31,y_31,z_31,v_31,x_32,y_32,z_32,v_32
128,40,100,34,0.3051,0.5368,-0.103,0.9995,0.3188,0.5181,-0.1547,0.9997,0.3244,0.5175,-0.1548,0.9997,0.3309,0.5168,-0.155,0.9998,0.3148,0.5182,-0.0719,0.9995,0.3169,0.5178,-0.072,0.9995,0.3198,0.5171,-0.0721,0.9996,0.3749,0.523,-0.2915,0.9993,0.3639,0.5211,0.0955,0.9997,0.3288,0.5519,-0.1545,0.9983,0.324,0.5529,-0.0415,0.9989,0.4525,0.6097,-0.3796,0.9994,0.4534,0.5853,0.3024,0.9974,0.1598,0.6133,-0.4461,0.9859,0.2331,0.59,0.451,0.5026,0.1608,0.4832,-0.314,0.9764,0.1845,0.4823,0.3552,0.6888,0.1565,0.4517,-0.4056,0.9648,0.182,0.4498,0.329,0.6679,0.1828,0.4471,-0.4185,0.9601,0.1971,0.4475,0.3256,0.6671,0.1897,0.4572,-0.3266,0.9534,0.2016,0.4581,0.3384,0.6656,0.7724,0.8241,-0.2238,0.9993,0.7352,0.7845,0.2239,0.9986,0.4068,0.7822,-0.3725,0.9441,0.4176,0.7406,0.5588,0.2191,0.6149,0.9502,-0.1383,0.801,0.5739,0.8725,0.6369,0.2439,0.6736,0.9712,-0.115,0.8182,0.6123,0.8861,0.6386,0.3563,0.4732,0.9914,-0.0648,0.7485,0.4796,0.9135,0.6922,0.3316
126,37,100,32,0.309,0.5059,-0.0755,0.9997,0.3217,0.4875,-0.1284,0.9998,0.327,0.4865,-0.1284,0.9998,0.333,0.4853,-0.1286,0.9998,0.3177,0.4874,-0.0483,0.9997,0.3197,0.4865,-0.0484,0.9997,0.3223,0.4853,-0.0485,0.9998,0.3785,0.4883,-0.2506,0.9996,0.3682,0.4864,0.1118,0.9998,0.3338,0.5181,-0.1234,0.999,0.3293,0.5189,-0.016,0.9993,0.4695,0.5718,-0.3464,0.9996,0.4588,0.5508,0.3169,0.9977,0.1785,0.5751,-0.4153,0.9865,0.2501,0.5517,0.4197,0.4761,0.205,0.4471,-0.2308,0.9759,0.2175,0.4455,0.3213,0.6309,0.2024,0.4125,-0.3014,0.9632,0.2171,0.412,0.2915,0.6037,0.2198,0.4132,-0.324,0.9579,0.2287,0.4133,0.2834,0.6022,0.2292,0.4248,-0.2441,0.9515,0.2345,0.4277,0.3028,0.6048,0.7788,0.7976,-0.2347,0.9996,0.7375,0.7629,0.2346,0.9989,0.4067,0.7573,-0.4091,0.9521,0.4061,0.7114,0.5447,0.2373,0.6097,0.9378,-0.2609,0.8132,0.5542,0.8537,0.6067,0.2866,0.6759,0.9655,-0.2476,0.8315,0.5917,0.8712,0.6058,0.4179,0.5114,0.979,-0.2258,0.7765,0.4569,0.8988,0.6512,0.3995
127,39,98,32,0.3121,0.5053,-0.1096,0.9997,0.3263,0.4888,-0.1632,0.9998,0.3321,0.488,-0.1632,0.9998,0.3387,0.487,-0.1633,0.9998,0.3209,0.4893,-0.0774,0.9997,0.3223,0.4891,-0.0775,0.9996,0.3246,0.4884,-0.0776,0.9997,0.3821,0.4921,-0.2995,0.9996,0.3693,0.4914,0.1074,0.9998,0.3346,0.5185,-0.1587,0.9989,0.328,0.5203,-0.0444,0.9992,0.4672,0.5829,-0.3966,0.9995,0.4554,0.5636,0.3257,0.9971,0.1736,0.5894,-0.4588,0.9868,0.2251,0.5761,0.491,0.4651,0.1802,0.457,-0.2558,0.9759,0.1907,0.4642,0.4004,0.6214,0.1746,0.4247,-0.3395,0.9639,0.1905,0.4283,0.3765,0.5911,0.1952,0.4227,-0.3555,0.9593,0.2082,0.4286,0.3789,0.5917,0.2051,0.4334,-0.268,0.9514,0.214,0.4416,0.3869,0.5947,0.7886,0.8013,-0.2422,0.9994,0.745,0.7657,0.2424,0.9986,0.4129,0.7663,-0.3951,0.9484,0.416,0.7241,0.5597,0.2296,0.6081,0.9391,-0.1836,0.8026,0.5733,0.8696,0.6478,0.2677,0.6684,0.9654,-0.1628,0.8137,0.6191,0.8809,0.6506,0.3807,0.4806,0.976,-0.1268,0.7477,0.4744,0.9059,0.7064,0.3661
128,40,100,34,0.3051,0.5368,-0.103,0.9995,0.3188,0.5181,-0.1547,0.9997,0.3244,0.5175,-0.1548,0.9997,0.3309,0.5168,-0.155,0.9998,0.3148,0.5182,-0.0719,0.9995,0.3169,0.5178,-0.072,0.9995,0.3198,0.5171,-0.0721,0.9996,0.3749,0.523,-0.2915,0.9993,0.3639,0.5211,0.0955,0.9997,0.3288,0.5519,-0.1545,0.9983,0.324,0.5529,-0.0415,0.9989,0.4525,0.6097,-0.3796,0.9994,0.4534,0.5853,0.3024,0.9974,0.1598,0.6133,-0.4461,0.9859,0.2331,0.59,0.451,0.5026,0.1608,0.4832,-0.314,0.9764,0.1845,0.4823,0.3552,0.6888,0.1565,0.4517,-0.4056,0.9648,0.182,0.4498,0.329,0.6679,0.1828,0.4471,-0.4185,0.9601,0.1971,0.4475,0.3256,0.6671,0.1897,0.4572,-0.3266,0.9534,0.2016,0.4581,0.3384,0.6656,0.7724,0.8241,-0.2238,0.9993,0.7352,0.7845,0.2239,0.9986,0.4068,0.7822,-0.3725,0.9441,0.4176,0.7406,0.5588,0.2191,0.6149,0.9502,-0.1383,0.801,0.5739,0.8725,0.6369,0.2439,0.6736,0.9712,-0.115,0.8182,0.6123,0.8861,0.6386,0.3563,0.4732,0.9914,-0.0648,0.7485,0.4796,0.9135,0.6922,0.3316
126,37,100,32,0.309,0.5059,-0.0755,0.9997,0.3217,0.4875,-0.1284,0.9998,0.327,0.4865,-0.1284,0.9998,0.333,0.4853,-0.1286,0.9998,0.3177,0.4874,-0.0483,0.9997,0.3197,0.4865,-0.0484,0.9997,0.3223,0.4853,-0.0485,0.9998,0.3785,0.4883,-0.2506,0.9996,0.3682,0.4864,0.1118,0.9998,0.3338,0.5181,-0.1234,0.999,0.3293,0.5189,-0.016,0.9993,0.4695,0.5718,-0.3464,0.9996,0.4588,0.5508,0.3169,0.9977,0.1785,0.5751,-0.4153,0.9865,0.2501,0.5517,0.4197,0.4761,0.205,0.4471,-0.2308,0.9759,0.2175,0.4455,0.3213,0.6309,0.2024,0.4125,-0.3014,0.9632,0.2171,0.412,0.2915,0.6037,0.2198,0.4132,-0.324,0.9579,0.2287,0.4133,0.2834,0.6022,0.2292,0.4248,-0.2441,0.9515,0.2345,0.4277,0.3028,0.6048,0.7788,0.7976,-0.2347,0.9996,0.7375,0.7629,0.2346,0.9989,0.4067,0.7573,-0.4091,0.9521,0.4061,0.7114,0.5447,0.2373,0.6097,0.9378,-0.2609,0.8132,0.5542,0.8537,0.6067,0.2866,0.6759,0.9655,-0.2476,0.8315,0.5917,0.8712,0.6058,0.4179,0.5114,0.979,-0.2258,0.7765,0.4569,0.8988,0.6512,0.3995
127,39,98,32,0.3121,0.5053,-0.1096,0.9997,0.3263,0.4888,-0.1632,0.9998,0.3321,0.488,-0.1632,0.9998,0.3387,0.487,-0.1633,0.9998,0.3209,0.4893,-0.0774,0.9997,0.3223,0.4891,-0.0775,0.9996,0.3246,0.4884,-0.0776,0.9997,0.3821,0.4921,-0.2995,0.9996,0.3693,0.4914,0.1074,0.9998,0.3346,0.5185,-0.1587,0.9989,0.328,0.5203,-0.0444,0.9992,0.4672,0.5829,-0.3966,0.9995,0.4554,0.5636,0.3257,0.9971,0.1736,0.5894,-0.4588,0.9868,0.2251,0.5761,0.491,0.4651,0.1802,0.457,-0.2558,0.9759,0.1907,0.4642,0.4004,0.6214,0.1746,0.4247,-0.3395,0.9639,0.1905,0.4283,0.3765,0.5911,0.1952,0.4227,-0.3555,0.9593,0.2082,0.4286,0.3789,0.5917,0.2051,0.4334,-0.268,0.9514,0.214,0.4416,0.3869,0.5947,0.7886,0.8013,-0.2422,0.9994,0.745,0.7657,0.2424,0.9986,0.4129,0.7663,-0.3951,0.9484,0.416,0.7241,0.5597,0.2296,0.6081,0.9391,-0.1836,0.8026,0.5733,0.8696,0.6478,0.2677,0.6684,0.9654,-0.1628,0.8137,0.6191,0.8809,0.6506,0.3807,0.4806,0.976,-0.1268,0.7477,0.4744,0.9059,0.7064,0.3661
130,38,63,32,0.3052,0.3714,-0.0534,0.9997,0.3217,0.3552,-0.1027,0.9997,0.327,0.3546,-0.1027,0.9997,0.3325,0.3536,-0.1029,0.9998,0.317,0.3552,-0.0222,0.9997,0.3191,0.3548,-0.0223,0.9996,0.3215,0.3539,-0.0224,0.9998,0.3705,0.361,-0.2219,0.9994,0.3616,0.359,0.1376,0.9998,0.3238,0.3867,-0.101,0.9989,0.3183,0.3882,0.0058,0.9992,0.454,0.4448,-0.3451,0.9995,0.4449,0.436,0.3113,0.9972,0.1789,0.4384,-0.4363,0.9907,0.2395,0.4229,0.4227,0.5392,0.2031,0.3197,-0.2024,0.9703,0.2018,0.314,0.3463,0.5586,0.1803,0.2836,-0.2673,0.9511,0.1858,0.2791,0.2985,0.5258,0.1959,0.2767,-0.2817,0.9419,0.2005,0.2749,0.312,0.5197,0.2094,0.2895,-0.2102,0.9343,0.2104,0.2882,0.3328,0.5301,0.7853,0.6771,-0.2387,0.9992,0.7147,0.6556,0.239,0.9981,0.4179,0.7767,-0.3449,0.969,0.4068,0.7371,0.3451,0.2798,0.6196,0.9534,-0.2703,0.891,0.5699,0.891,0.4747,0.2813,0.6879,0.9722,-0.2585,0.8976,0.6486,0.9237,0.4811,0.3763,0.5338,1.0201,-0.2533,0.8586,0.4891,0.9322,0.4859,0.3889
125,31,60,29,0.3599,0.2962,-0.0222,0.9997,0.3713,0.2785,-0.0742,0.9998,0.3766,0.2775,-0.074,0.9998,0.3823,0.2765,-0.0741,0.9998,0.3679,0.279,0.0034,0.9997,0.3702,0.2784,0.0034,0.9997,0.3733,0.2775,0.0034,0.9998,0.4226,0.2817,-0.1883,0.9995,0.4154,0.2809,0.1626,0.9998,0.3789,0.3109,-0.0646,0.9991,0.3731,0.3129,0.0384,0.9993,0.4897,0.3671,-0.3211,0.9995,0.4892,0.3692,0.3894,0.9962,0.2193,0.3555,-0.3845,0.9918,0.2849,0.3569,0.5397,0.5608,0.2488,0.2349,-0.0477,0.9667,0.2664,0.2465,0.5143,0.4931,0.2425,0.2051,-0.0878,0.9432,0.2589,0.2146,0.4722,0.4452,0.2661,0.2054,-0.1022,0.932,0.2725,0.2132,0.4994,0.4344,0.2769,0.2171,-0.0511,0.9261,0.2823,0.2245,0.5045,0.445,0.7837,0.6321,-0.2444,0.999,0.7273,0.6165,0.2448,0.9971,0.4282,0.7472,-0.3762,0.9779,0.4164,0.7174,0.2524,0.3577,0.6276,0.9422,-0.3452,0.9196,0.5728,0.8976,0.3457,0.3254,0.6953,0.9608,-0.3415,0.9234,0.6321,0.927,0.35,0.4286,0.523,1.0073,-0.3838,0.8972,0.4718,0.9228,0.335,0.4452
127,39,98,32,0.3121,0.5053,-0.1096,0.9997,0.3263,0.4888,-0.1632,0.9998,0.3321,0.488,-0.1632,0.9998,0.3387,0.487,-0.1633,0.9998,0.3209,0.4893,-0.0774,0.9997,0.3223,0.4891,-0.0775,0.9996,0.3246,0.4884,-0.0776,0.9997,0.3821,0.4921,-0.2995,0.9996,0.3693,0.4914,0.1074,0.9998,0.3346,0.5185,-0.1587,0.9989,0.328,0.5203,-0.0444,0.9992,0.4672,0.5829,-0.3966,0.9995,0.4554,0.5636,0.3257,0.9971,0.1736,0.5894,-0.4588,0.9868,0.2251,0.5761,0.491,0.4651,0.1802,0.457,-0.2558,0.9759,0.1907,0.4642,0.4004,0.6214,0.1746,0.4247,-0.3395,0.9639,0.1905,0.4283,0.3765,0.5911,0.1952,0.4227,-0.3555,0.9593,0.2082,0.4286,0.3789,0.5917,0.2051,0.4334,-0.268,0.9514,0.214,0.4416,0.3869,0.5947,0.7886,0.8013,-0.2422,0.9994,0.745,0.7657,0.2424,0.9986,0.4129,0.7663,-0.3951,0.9484,0.416,0.7241,0.5597,0.2296,0.6081,0.9391,-0.1836,0.8026,0.5733,0.8696,0.6478,0.2677,0.6684,0.9654,-0.1628,0.8137,0.6191,0.8809,0.6506,0.3807,0.4806,0.976,-0.1268,0.7477,0.4744,0.9059,0.7064,0.3661
130,38,63,32,0.3052,0.3714,-0.0534,0.9997,0.3217,0.3552,-0.1027,0.9997,0.327,0.3546,-0.1027,0.9997,0.3325,0.3536,-0.1029,0.9998,0.317,0.3552,-0.0222,0.9997,0.3191,0.3548,-0.0223,0.9996,0.3215,0.3539,-0.0224,0.9998,0.3705,0.361,-0.2219,0.9994,0.3616,0.359,0.1376,0.9998,0.3238,0.3867,-0.101,0.9989,0.3183,0.3882,0.0058,0.9992,0.454,0.4448,-0.3451,0.9995,0.4449,0.436,0.3113,0.9972,0.1789,0.4384,-0.4363,0.9907,0.2395,0.4229,0.4227,0.5392,0.2031,0.3197,-0.2024,0.9703,0.2018,0.314,0.3463,0.5586,0.1803,0.2836,-0.2673,0.9511,0.1858,0.2791,0.2985,0.5258,0.1959,0.2767,-0.2817,0.9419,0.2005,0.2749,0.312,0.5197,0.2094,0.2895,-0.2102,0.9343,0.2104,0.2882,0.3328,0.5301,0.7853,0.6771,-0.2387,0.9992,0.7147,0.6556,0.239,0.9981,0.4179,0.7767,-0.3449,0.969,0.4068,0.7371,0.3451,0.2798,0.6196,0.9534,-0.2703,0.891,0.5699,0.891,0.4747,0.2813,0.6879,0.9722,-0.2585,0.8976,0.6486,0.9237,0.4811,0.3763,0.5338,1.0201,-0.2533,0.8586,0.4891,0.9322,0.4859,0.3889
125,31,60,29,0.3599,0.2962,-0.0222,0.9997,0.3713,0.2785,-0.0742,0.9998,0.3766,0.2775,-0.074,0.9998,0.3823,0.2765,-0.0741,0.9998,0.3679,0.279,0.0034,0.9997,0.3702,0.2784,0.0034,0.9997,0.3733,0.2775,0.0034,0.9998,0.4226,0.2817,-0.1883,0.9995,0.4154,0.2809,0.1626,0.9998,0.3789,0.3109,-0.0646,0.9991,0.3731,0.3129,0.0384,0.9993,0.4897,0.3671,-0.3211,0.9995,0.4892,0.3692,0.3894,0.9962,0.2193,0.3555,-0.3845,0.9918,0.2849,0.3569,0.5397,0.5608,0.2488,0.2349,-0.0477,0.9667,0.2664,0.2465,0.5143,0.4931,0.2425,0.2051,-0.0878,0.9432,0.2589,0.2146,0.4722,0.4452,0.2661,0.2054,-0.1022,0.932,0.2725,0.2132,0.4994,0.4344,0.2769,0.2171,-0.0511,0.9261,0.2823,0.2245,0.5045,0.445,0.7837,0.6321,-0.2444,0.999,0.7273,0.6165,0.2448,0.9971,0.4282,0.7472,-0.3762,0.9779,0.4164,0.7174,0.2524,0.3577,0.6276,0.9422,-0.3452,0.9196,0.5728,0.8976,0.3457,0.3254,0.6953,0.9608,-0.3415,0.9234,0.6321,0.927,0.35,0.4286,0.523,1.0073,-0.3838,0.8972,0.4718,0.9228,0.335,0.4452
127,39,98,32,0.3121,0.5053,-0.1096,0.9997,0.3263,0.4888,-0.1632,0.9998,0.3321,0.488,-0.1632,0.9998,0.3387,0.487,-0.1633,0.9998,0.3209,0.4893,-0.0774,0.9997,0.3223,0.4891,-0.0775,0.9996,0.3246,0.4884,-0.0776,0.9997,0.3821,0.4921,-0.2995,0.9996,0.3693,0.4914,0.1074,0.9998,0.3346,0.5185,-0.1587,0.9989,0.328,0.5203,-0.0444,0.9992,0.4672,0.5829,-0.3966,0.9995,0.4554,0.5636,0.3257,0.9971,0.1736,0.5894,-0.4588,0.9868,0.2251,0.5761,0.491,0.4651,0.1802,0.457,-0.2558,0.9759,0.1907,0.4642,0.4004,0.6214,0.1746,0.4247,-0.3395,0.9639,0.1905,0.4283,0.3765,0.5911,0.1952,0.4227,-0.3555,0.9593,0.2082,0.4286,0.3789,0.5917,0.2051,0.4334,-0.268,0.9514,0.214,0.4416,0.3869,0.5947,0.7886,0.8013,-0.2422,0.9994,0.745,0.7657,0.2424,0.9986,0.4129,0.7663,-0.3951,0.9484,0.416,0.7241,0.5597,0.2296,0.6081,0.9391,-0.1836,0.8026,0.5733,0.8696,0.6478,0.2677,0.6684,0.9654,-0.1628,0.8137,0.6191,0.8809,0.6506,0.3807,0.4806,0.976,-0.1268,0.7477,0.4744,0.9059,0.7064,0.3661
130,38,63,32,0.3052,0.3714,-0.0534,0.9997,0.3217,0.3552,-0.1027,0.9997,0.327,0.3546,-0.1027,0.9997,0.3325,0.3536,-0.1029,0.9998,0.317,0.3552,-0.0222,0.9997,0.3191,0.3548,-0.0223,0.9996,0.3215,0.3539,-0.0224,0.9998,0.3705,0.361,-0.2219,0.9994,0.3616,0.359,0.1376,0.9998,0.3238,0.3867,-0.101,0.9989,0.3183,0.3882,0.0058,0.9992,0.454,0.4448,-0.3451,0.9995,0.4449,0.436,0.3113,0.9972,0.1789,0.4384,-0.4363,0.9907,0.2395,0.4229,0.4227,0.5392,0.2031,0.3197,-0.2024,0.9703,0.2018,0.314,0.3463,0.5586,0.1803,0.2836,-0.2673,0.9511,0.1858,0.2791,0.2985,0.5258,0.1959,0.2767,-0.2817,0.9419,0.2005,0.2749,0.312,0.5197,0.2094,0.2895,-0.2102,0.9343,0.2104,0.2882,0.3328,0.5301,0.7853,0.6771,-0.2387,0.9992,0.7147,0.6556,0.239,0.9981,0.4179,0.7767,-0.3449,0.969,0.4068,0.7371,0.3451,0.2798,0.6196,0.9534,-0.2703,0.891,0.5699,0.891,0.4747,0.2813,0.6879,0.9722,-0.2585,0.8976,0.6486,0.9237,0.4811,0.3763,0.5338,1.0201,-0.2533,0.8586,0.4891,0.9322,0.4859,0.3889
